id,start_date,motion:title,motion:number,motion:id,legislative_session:id,result,counts:option:yes,counts:option:no,counts:option:abstain,counts:number_of_people,counts:present
23430,30.11.2010,Zahájení (ZKUŠEBNÍ (TESTOVACÍ)),,,1,fail,25,17,15,63,57
23431,30.11.2010,Schválení návrhu programu jednání (zařazení bodu Jednací a volební řád (Vašíček) zpoc),,,1,pass,58,0,0,63,58
23432,30.11.2010,Schválení návrhu programu jednání - zařazení bodu Jednací řád (opakované hlasování - zařazení bodu Jednací a vole),,,1,pass,63,0,0,63,63
23433,30.11.2010,"doplnění programu o bod  ""Vystoupení občanů"" (usnesení)",,,1,pass,63,0,0,63,63
23434,30.11.2010,hlasování o celém doplněném programu (usnesení),,,1,pass,63,0,0,63,63
23435,30.11.2010,Volba návrhového a volebního výboru (usnesení),,,1,pass,63,0,0,63,63
23699,30.11.2010,prodloužení doby diskuse na 2 hodiny (Vašíček) (procedurální návrh),,,1,fail,30,7,22,63,59
23477,30.11.2010,průběh projednávání bodu (usnesení),,,1,pass,61,0,1,63,62
23478,30.11.2010,přerušení jednání na 15 minut - klub TOP 09 (procedurální návrh),,,1,fail,22,4,17,63,43
23479,30.11.2010,třetí vystoupení člena ZHMP Vašíčka v diskusi (třetí vystoupení),,,1,pass,55,1,5,63,61
23480,30.11.2010,pokračování tohoto jednání i po 19. hodině (procedurální návrh),,,1,pass,61,0,0,63,61
23481,30.11.2010,pozměňovací návrh k Jednacímu řádu  (Vašíček) (pozměňovací návrh),,,1,fail,27,4,31,63,62
23493,30.11.2010,změna Jednacího řádu (Březina) (protinávrh),,,1,pass,34,25,3,63,62
23494,30.11.2010,doplnění Jednacího řádu (Vašíček) (protinávrh),,,1,fail,29,3,30,63,62
23495,30.11.2010,doplnění Volebního řádu (Vašíček) (protinávrh),,,1,fail,29,5,28,63,62
23496,30.11.2010,Jednací a volební řád Zastupitelstva hl.m. Prahy (usnesení - jednací řád jako celek),1.1,Z-949,1,pass,36,26,0,63,62
23700,30.11.2010,způsob volby (Březina) (usnesení),1.2,Z-943,1,pass,36,26,0,63,62
23701,30.11.2010,o kandidátovi na primátora hl. m. Prahy doc. Svobodovi (usnesení),1.3,Z-918,1,pass,33,27,2,63,62
23702,30.11.2010,o kandidátovi na náměstka hl. m. Prahy Ing. Březinovi (usnesení),1.3,Z-918,1,pass,36,26,0,63,62
23703,30.11.2010,o kandidátovi na náměstka hl. m. Prahy p. Noskovi (usnesení),1.3,Z-918,1,pass,33,23,6,63,62
23704,30.11.2010,o kandidátovi na náměstka hl. m. Prahy Ing. Weinertovi (usnesení),1.3,Z-918,1,pass,34,24,3,63,61
23705,30.11.2010,o kandidátovi na náměstka hl. m. Prahy Mgr. Kabickém (usnesení),1.3,Z-918,1,pass,33,22,7,63,62
23706,30.11.2010,o kandidátovi na radního hl. m. Prahy  p. Dolínkovi (usnesení),1.3,Z-918,1,pass,33,24,3,63,60
23707,30.11.2010,o kandidátce na radní hl. m. Prahy  p. Udženija (usnesení),1.3,Z-918,1,pass,33,23,5,63,61
23708,30.11.2010,o kandidátovi na radního hl. m. Prahy  Mgr. Kauckém (usnesení),1.3,Z-918,1,pass,33,21,7,63,61
23709,30.11.2010,o kandidátovi na radního hl. m. Prahy  p. Lohynském (usnesení),1.3,Z-918,1,pass,33,18,6,63,57
23710,30.11.2010,o kandidátovi na radního hl. m. Prahy  Ing. Plachém (usnesení),1.3,Z-918,1,pass,33,23,4,63,60
23711,30.11.2010,o kandidátovi na radního hl. m. Prahy  MUDr. Šťastném (usnesení),1.3,Z-918,1,pass,33,27,2,63,62
23712,30.11.2010,zařazení projednávání tisku Z - 944 na program jednání (zařazení tisku),,,1,pass,35,7,17,63,59
23713,30.11.2010,"návrh člena ZHMP Novotného - zřídit výbor ""mediální"" (protinávrh)",,,1,fail,29,3,30,63,62
23714,30.11.2010,zřízení výborů ZHMP (usnesení),,,1,pass,50,0,11,63,61
23715,30.11.2010,způsob volby předsedů a členů výborů ZHMP (usnesení),1.4,Z-947,1,pass,60,0,1,63,61
23686,30.11.2010,volba předsedy výboru ZHMP  (Hulinský) (usnesení),1.5,Z-919,1,pass,36,21,5,63,62
23687,30.11.2010,volba předsedkyně výboru ZHMP (Kousalíková) (usnesení),1.5,Z-919,1,pass,37,15,10,63,62
23688,30.11.2010,volba předsedy výboru ZHMP (Blažek) (usnesení),1.5,Z-919,1,pass,43,11,8,63,62
23689,30.11.2010,volba předsedy výboru ZHMP (Hána) (usnesení),1.5,Z-919,1,pass,39,11,12,63,62
23690,30.11.2010,volba předsedy výboru ZHMP (Ludvík) (usnesení),1.5,Z-919,1,pass,33,25,4,63,62
23691,30.11.2010,volba předsedy výboru ZHMP (Petrus) (usnesení),1.5,Z-919,1,pass,38,5,18,63,61
22903,30.11.2010,volba předsedy výboru ZHMP (Dlouhý) (usnesení),1.5,Z-919,1,fail,26,12,23,63,61
23257,30.11.2010,volba předsedy výboru ZHMP (Štastný) (usnesení),1.5,Z-919,1,pass,34,24,4,63,62
23258,30.11.2010,volba předsedkyně výboru ZHMP (Teska Arnoštová) (usnesení),1.5,Z-919,1,pass,38,2,22,63,62
23259,30.11.2010,volba předsedy výboru ZHMP (Nouza) (usnesení),1.5,Z-919,1,fail,26,10,26,63,62
23260,30.11.2010,volba předsedy výboru ZHMP (Richter M.) (usnesení),1.5,Z-919,1,pass,33,25,3,63,61
23261,30.11.2010,volba předsedy výboru ZHMP (Klega) (usnesení),1.5,Z-919,1,pass,35,19,8,63,62
20392,30.11.2010,volba předsedkyně výboru ZHMP (Kloudová) (usnesení),1.5,Z-919,1,pass,38,5,18,63,61
20393,30.11.2010,volba předsedy výboru ZHMP (Liška) (usnesení),1.5,Z-919,1,fail,25,24,13,63,62
23716,30.11.2010,volba předsedy výboru ZHMP (Pecha) (usnesení),1.5,Z-919,1,pass,34,23,4,63,61
23717,30.11.2010,volba předsedy výboru ZHMP (Kalousek) (usnesení),1.5,Z-919,1,pass,34,19,8,63,61
23718,30.11.2010,volba předsedkyně výboru ZHMP (Vlásenková) (usnesení),1.5,Z-919,1,pass,38,5,18,63,61
23719,30.11.2010,volba předsedy výboru ZHMP (Bříza) (usnesení),1.5,Z-919,1,pass,57,0,5,63,62
23720,30.11.2010,volba předsedy výboru ZHMP (Hudeček) (usnesení),1.5,Z-919,1,fail,25,1,35,63,61
23721,30.11.2010,volba předsedy výboru ZHMP (Ledl) (usnesení),1.5,Z-919,1,fail,8,32,22,63,62
23722,30.11.2010,způsob volby místopředsedů kontrolního výboru ZHMP (usnesení),,,1,pass,60,0,1,63,61
23723,30.11.2010,volba místopředsedy kontrolního výboru ZHMP (Dlouhý) (usnesení),1.5,Z-919,1,pass,58,0,3,63,61
23724,30.11.2010,volba místopředsedy kontrolního výboru ZHMP (Ledl) (usnesení),1.5,Z-919,1,pass,33,6,22,63,61
23725,30.11.2010,členové výboru finančního ZHMP (usnesení),1.5,Z-919,1,pass,62,0,0,63,62
23726,30.11.2010,členové všech výborů ZHMP - mimo výboru pro kulturu ZHMP (usnesení),1.5,Z-919,1,pass,62,0,0,63,62
23727,30.11.2010,členové výboru pro kulturu ZHMP (usnesení),1.5,Z-919,1,pass,62,0,0,63,62
23728,30.11.2010,Návrh na stanovení počtu dlouhodobě uvolněných členů Zastupitelstva hl.m. Prahy (usnesení),1.6,Z-920,1,pass,37,12,13,63,62
23729,30.11.2010,zřízení výboru ZHMP pro národnostní menšiny - únor 2011 (usnesení),,,1,pass,60,0,1,63,61
23730,30.11.2010,stažení tisku Z - 944  (Tůma) (protinávrh na stažení),,Z-944,1,fail,30,18,11,63,59
23732,30.11.2010,"Návrh rozpočtového provizoria vlastního hl. m. Prahy na rok 2011, k dotačním vztahům k městským částem hl. m. Prahy na rok 2011 a ke vztahům hl.m. Prahy k příspěvkovým organizacím hl. m. Prahy na rok 2011 (usnesení k Z-944)",1.7,Z-944,1,pass,32,17,10,63,59
23745,14.12.2010,2. zasedání (složení návrhového výboru),,,2,pass,58,0,0,63,58
23746,14.12.2010,návrh na ukončení diskuse (Kabický) hlasování zpochybněno (ukončení diskuze),,,2,fail,27,14,4,63,45
23747,14.12.2010,o ukončení diskuse -  hlasování zmatečné (ukončení diskuze),,,2,fail,26,6,2,63,34
23748,14.12.2010,opakované hlasování (ukončení diskuze),,,2,pass,34,22,4,63,60
23749,14.12.2010,"zařazení tisku Z - 959 ""Návrh na volbu předsedy kontrolního výboru ZHMP"" (Tůma) hlasování zpochybněno (zařazení tisku na program)",,,2,fail,31,5,26,63,62
23750,14.12.2010,"opakované hlasování k zařazení tisku Z - 959 ""K návrhu na volbu předsedy kontrolního výboru ZHMP""  na program jednání (zařazení tisku na program)",,,2,fail,29,5,28,63,62
23751,14.12.2010,"zařazení bodu 2. - Dotazy, připomínky a podněty od občanů (schválení programu)",,,2,pass,32,2,26,63,60
23752,14.12.2010,"zařazení bodu 3. -  Z - 956 ""Zrušení tendru na ""Celkovou přestavbu a rozšíření Ústřední čistírny odpadních vod (ÚČOV) Praha na Císařském ostrově"", za účelem posouzení možného využití nových technologií a výrazné finanční úspory při realizaci modernizace ÚČOV"" (schválení programu)",,,2,fail,30,13,20,63,63
23753,14.12.2010,"zařazení bodu 4. - Z - 953 ""Návrh na úpravu zastupování Prahy v orgánech společností s majetkovou účastí hl.m. Prahy"" (schválení programu)",,,2,fail,29,9,25,63,63
23754,14.12.2010,"zařazení bodu 5. - Z - 954 ""Návrh na zbavení mlčenlivosti pracovníků magistrátu, členů výborů a výběrových komisí v kauze OpenCard"" (schválení programu)",,,2,fail,26,7,30,63,63
23755,14.12.2010,"zařazení bodu 6. - Z - 955 ""Jednací řád ZHMP - schválení pravidelného bodu - ""Dotazy, připomínky a podněty od občanů"" (schválení programu)",,,2,fail,29,3,31,63,63
23756,14.12.2010,nedokončené - zmatečné (schválení programu),,,2,fail,3,0,0,63,3
23757,14.12.2010,návrh programu jako celku (schválení programu),,,2,fail,29,13,21,63,63
24332,20.1.2011,3. zasedání,,,3,pass,60,0,0,63,60
24333,20.1.2011,pro toto zasedání - úprava Jednacího řádu ZHMP -  vystoupení občanů HMP,,,3,pass,61,0,0,63,61
24334,20.1.2011,"přejmenování bodu ""k návrhu personálních změn ve výborech ZHMP"" na ""Výbory ZHMP"" (TOP 09)",,,3,fail,28,2,27,63,57
24335,20.1.2011,stažení tisku poř. č. 16/1 - Z - 689 z programu jednání  (TOP 09),,,3,fail,28,6,26,63,60
24336,20.1.2011,stažení tisku poř. č. 14 - Z- 793 (TOP 09 a radní Udženija se ztotožnila),,,3,pass,49,0,0,63,49
24337,20.1.2011,stažení tisku poř. č.  9. - Z - 808 (TOP 09),,,3,fail,28,4,29,63,61
24338,20.1.2011,"7. hlasování, zařazení bodu ""Informativní zpráva o stavu jednání k probíhajícímu výběrovému řízení na modernizaci a rekonstrukci ÚČOV Praha na Císařské louce"" (TOP 09)",,,3,fail,29,7,25,63,61
24339,20.1.2011,3. zasedání,,,3,pass,36,11,14,63,61
24340,20.1.2011,k návrhu obecně závazné vyhlášky hl.m. Prahy o aktualizaci cenové mapy stavebních pozemků na území hl.m. Prahy pro rok 2011,1,Z-974,3,pass,58,0,0,63,58
24341,20.1.2011,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hlavního města Prahy, ve znění pozdějších předpisů, svěření správy věcí z vlastnictví hlavního města Prahy městské části Praha - Libuš (požární automobily)",2,Z-933,3,pass,58,0,0,63,58
24342,20.1.2011,"k návrhu na pověření primátora hl. m. Prahy jednat za Zastupitelstvo hl. m. Prahy o návrhu zákona, kterým se mění zákon č. 202/1990 Sb., o loteriích a jiných podobných hrách, ve znění pozdějších předpisů (sněmovní tisk 33) a návrhu zákona, kterým se mění zákon č. 111/1994 Sb., o silniční dopravě, ve znění pozdějších předpisů (sněmovní tisk 104) v Poslanecké sněmovně Parlamentu ČR a jejích orgánech",3,Z-976,3,pass,56,0,2,63,58
24343,20.1.2011,k návrhu na určení zástupců a náhradníků za zástupce hl.m. Prahy na valných hromadách akciových společností v majetkovém portfoliu hl.m. Prahy,4,Z-969,3,pass,40,2,16,63,58
24344,20.1.2011,k odměnám neuvolněných členů Zastupitelstva hl. m. Prahy,5,Z-968,3,pass,57,0,0,63,57
24345,20.1.2011,k návrhu na zrušení usnesení Zastupitelstva hl.m. Prahy č. 42/01 ze dne 30. 5. 2002 k zastupování primátora hlavního města Prahy,6,Z-978,3,pass,56,0,1,63,57
24346,20.1.2011,k volbě přísedících Městského soudu v Praze,7,Z-913,3,pass,43,2,11,63,56
24347,20.1.2011,"k návrhu na úplatné nabytí komunikace, chodníků, parkovacích stání, komunikační zeleně, dopravního značení, veřejného osvětlení, uličních vpustí a jejich přípojek na pozemcích v k.ú. Háje a k.ú. Chodov, bezúplatné nabytí pozemků parc. č. 583/108, parc. č. 583/112, parc. č. 583/113, parc. č. 583/114, parc. č. 583/115, parc. č. 583/124, parc. č. 583/125, k.ú. Háje z vlastnictví Skanska Reality a.s., se sídlem Líbalova 1/2348, Praha 4, IČ: 63995590 do vlastnictví hlavního města Prahy",8,Z-808,3,fail,26,14,19,63,59
24348,20.1.2011,"k návrhu na úplatné nabytí komunikace, chodníků, parkovacích stání, komunikační zeleně, dopravního značení, veřejného osvětlení, uličních vpustí a jejich přípojek na pozemcích v k.ú. Háje a k.ú. Chodov, bezúplatné nabytí pozemků parc. č. 583/108, parc. č. 583/112, parc. č. 583/113, parc. č. 583/114, parc. č. 583/115, parc. č. 583/124, parc. č. 583/125, k.ú. Háje z vlastnictví Skanska Reality a.s., se sídlem Líbalova 1/2348, Praha 4, IČ: 63995590 do vlastnictví hlavního města Prahy",8,Z-808,3,pass,33,20,7,63,60
24349,20.1.2011,"k návrhu na bezúplatné nabytí vlastnictví k pozemkům z vlastnictví ČR ve správě Pozemkového fondu ČR do vlastnictví hlavního města Prahy dle § 2 odst. 6 zákona č. 569/1991 Sb., ve znění pozdějších předpisů",9,Z-491,3,pass,42,0,1,63,43
24350,20.1.2011,k poskytnutí účelové neinvestiční dotace z rozpočtu hlavního města Prahy na zajištění činnosti lékařské služby první pomoci v 1. čtvrtletí roku 2011,10,Z-966,3,pass,53,0,0,63,53
