vote_event_id,voter_id,option,group_id,
3001,2010-579408-1-901-1,yes,nk_party,
3001,2010-579408-1-902-2,yes,nk_party,
3001,2010-579408-1-902-1,yes,nk_party,
3001,2010-579408-1-902-6,yes,nk_party,
3001,2010-579408-1-901-4,yes,nk_party,
3001,2010-579408-1-902-3,yes,nk_party,
3001,2010-579408-1-902-4,abstain,nk_party,
3002,2010-579408-1-901-1,yes,nk_party,
3002,2010-579408-1-902-2,yes,nk_party,
3002,2010-579408-1-902-1,yes,nk_party,
3002,2010-579408-1-902-6,yes,nk_party,
3002,2010-579408-1-901-4,yes,nk_party,
3002,2010-579408-1-902-3,yes,nk_party,
3002,2010-579408-1-902-4,yes,nk_party,
3003,2010-579408-1-901-1,yes,nk_party,
3003,2010-579408-1-902-2,yes,nk_party,
3003,2010-579408-1-902-1,yes,nk_party,
3003,2010-579408-1-902-6,yes,nk_party,
3003,2010-579408-1-901-4,yes,nk_party,
3003,2010-579408-1-902-3,yes,nk_party,
3003,2010-579408-1-902-4,yes,nk_party,
3004,2010-579408-1-901-1,yes,nk_party,
3004,2010-579408-1-902-2,yes,nk_party,
3004,2010-579408-1-902-1,yes,nk_party,
3004,2010-579408-1-902-6,yes,nk_party,
3004,2010-579408-1-901-4,yes,nk_party,
3004,2010-579408-1-902-3,yes,nk_party,
3004,2010-579408-1-902-4,yes,nk_party,
3005,2010-579408-1-901-1,yes,nk_party,
3005,2010-579408-1-902-2,yes,nk_party,
3005,2010-579408-1-902-1,yes,nk_party,
3005,2010-579408-1-902-6,yes,nk_party,
3005,2010-579408-1-901-4,yes,nk_party,
3005,2010-579408-1-902-3,yes,nk_party,
3005,2010-579408-1-902-4,yes,nk_party,
3006,2010-579408-1-901-1,no,nk_party,
3006,2010-579408-1-902-2,abstain,nk_party,
3006,2010-579408-1-902-1,no,nk_party,
3006,2010-579408-1-902-6,no,nk_party,
3006,2010-579408-1-901-4,abstain,nk_party,
3006,2010-579408-1-902-3,no,nk_party,
3006,2010-579408-1-902-4,yes,nk_party,
3007,2010-579408-1-901-1,abstain,nk_party,
3007,2010-579408-1-902-2,abstain,nk_party,
3007,2010-579408-1-902-1,yes,nk_party,
3007,2010-579408-1-902-6,yes,nk_party,
3007,2010-579408-1-901-4,yes,nk_party,
3007,2010-579408-1-902-3,yes,nk_party,
3007,2010-579408-1-902-4,abstain,nk_party,
3008,2010-579408-1-901-1,yes,nk_party,
3008,2010-579408-1-902-2,yes,nk_party,
3008,2010-579408-1-902-1,yes,nk_party,
3008,2010-579408-1-902-6,yes,nk_party,
3008,2010-579408-1-901-4,yes,nk_party,
3008,2010-579408-1-902-3,yes,nk_party,
3008,2010-579408-1-902-4,yes,nk_party,
3009,2010-579408-1-901-1,yes,nk_party,
3009,2010-579408-1-902-2,yes,nk_party,
3009,2010-579408-1-902-1,yes,nk_party,
3009,2010-579408-1-902-6,yes,nk_party,
3009,2010-579408-1-901-4,yes,nk_party,
3009,2010-579408-1-902-3,yes,nk_party,
3009,2010-579408-1-902-4,yes,nk_party,
3010,2010-579408-1-901-1,yes,nk_party,
3010,2010-579408-1-902-2,yes,nk_party,
3010,2010-579408-1-902-1,yes,nk_party,
3010,2010-579408-1-902-6,yes,nk_party,
3010,2010-579408-1-901-4,yes,nk_party,
3010,2010-579408-1-902-3,yes,nk_party,
3010,2010-579408-1-902-4,yes,nk_party,
3011,2010-579408-1-901-1,yes,nk_party,
3011,2010-579408-1-902-2,yes,nk_party,
3011,2010-579408-1-902-1,yes,nk_party,
3011,2010-579408-1-902-6,yes,nk_party,
3011,2010-579408-1-901-4,yes,nk_party,
3011,2010-579408-1-902-3,yes,nk_party,
3011,2010-579408-1-902-4,yes,nk_party,
3012,2010-579408-1-901-1,yes,nk_party,
3012,2010-579408-1-902-2,yes,nk_party,
3012,2010-579408-1-902-1,yes,nk_party,
3012,2010-579408-1-902-6,yes,nk_party,
3012,2010-579408-1-901-4,yes,nk_party,
3012,2010-579408-1-902-3,yes,nk_party,
3012,2010-579408-1-902-4,yes,nk_party,
3013,2010-579408-1-901-1,yes,nk_party,
3013,2010-579408-1-902-2,yes,nk_party,
3013,2010-579408-1-902-1,yes,nk_party,
3013,2010-579408-1-902-6,yes,nk_party,
3013,2010-579408-1-901-4,yes,nk_party,
3013,2010-579408-1-902-3,yes,nk_party,
3013,2010-579408-1-902-4,yes,nk_party,
3014,2010-579408-1-901-1,yes,nk_party,
3014,2010-579408-1-902-2,yes,nk_party,
3014,2010-579408-1-902-1,yes,nk_party,
3014,2010-579408-1-902-6,yes,nk_party,
3014,2010-579408-1-901-4,yes,nk_party,
3014,2010-579408-1-902-3,yes,nk_party,
3014,2010-579408-1-902-4,yes,nk_party,
3015,2010-579408-1-901-1,yes,nk_party,
3015,2010-579408-1-902-2,yes,nk_party,
3015,2010-579408-1-902-1,yes,nk_party,
3015,2010-579408-1-902-6,yes,nk_party,
3015,2010-579408-1-901-4,yes,nk_party,
3015,2010-579408-1-902-3,yes,nk_party,
3015,2010-579408-1-902-4,yes,nk_party,
3016,2010-579408-1-901-1,yes,nk_party,
3016,2010-579408-1-902-2,abstain,nk_party,
3016,2010-579408-1-902-1,yes,nk_party,
3016,2010-579408-1-902-6,yes,nk_party,
3016,2010-579408-1-901-4,yes,nk_party,
3016,2010-579408-1-902-3,yes,nk_party,
3016,2010-579408-1-902-4,yes,nk_party,
3017,2010-579408-1-901-1,yes,nk_party,
3017,2010-579408-1-902-2,yes,nk_party,
3017,2010-579408-1-902-1,yes,nk_party,
3017,2010-579408-1-902-6,yes,nk_party,
3017,2010-579408-1-901-4,abstain,nk_party,
3017,2010-579408-1-902-3,yes,nk_party,
3017,2010-579408-1-902-4,abstain,nk_party,
3018,2010-579408-1-901-1,yes,nk_party,
3018,2010-579408-1-902-2,yes,nk_party,
3018,2010-579408-1-902-1,yes,nk_party,
3018,2010-579408-1-902-6,yes,nk_party,
3018,2010-579408-1-901-4,yes,nk_party,
3018,2010-579408-1-902-3,yes,nk_party,
3018,2010-579408-1-902-4,yes,nk_party,
3019,2010-579408-1-901-1,yes,nk_party,
3019,2010-579408-1-902-2,yes,nk_party,
3019,2010-579408-1-902-1,yes,nk_party,
3019,2010-579408-1-902-6,yes,nk_party,
3019,2010-579408-1-901-4,yes,nk_party,
3019,2010-579408-1-902-3,abstain,nk_party,
3019,2010-579408-1-902-4,abstain,nk_party,
3020,2010-579408-1-901-1,yes,nk_party,
3020,2010-579408-1-902-2,yes,nk_party,
3020,2010-579408-1-902-1,yes,nk_party,
3020,2010-579408-1-902-6,yes,nk_party,
3020,2010-579408-1-901-4,yes,nk_party,
3020,2010-579408-1-902-3,yes,nk_party,
3020,2010-579408-1-902-4,yes,nk_party,
3021,2010-579408-1-901-1,yes,nk_party,
3021,2010-579408-1-902-2,yes,nk_party,
3021,2010-579408-1-902-1,yes,nk_party,
3021,2010-579408-1-902-6,yes,nk_party,
3021,2010-579408-1-901-4,yes,nk_party,
3021,2010-579408-1-902-3,yes,nk_party,
3021,2010-579408-1-902-4,yes,nk_party,
3022,2010-579408-1-901-1,yes,nk_party,
3022,2010-579408-1-902-2,yes,nk_party,
3022,2010-579408-1-902-1,yes,nk_party,
3022,2010-579408-1-902-6,yes,nk_party,
3022,2010-579408-1-901-4,yes,nk_party,
3022,2010-579408-1-902-3,yes,nk_party,
3022,2010-579408-1-902-4,yes,nk_party,
3023,2010-579408-1-901-1,yes,nk_party,
3023,2010-579408-1-902-2,yes,nk_party,
3023,2010-579408-1-902-1,yes,nk_party,
3023,2010-579408-1-902-6,yes,nk_party,
3023,2010-579408-1-901-4,yes,nk_party,
3023,2010-579408-1-902-3,yes,nk_party,
3023,2010-579408-1-902-4,yes,nk_party,
3024,2010-579408-1-901-1,yes,nk_party,
3024,2010-579408-1-902-2,yes,nk_party,
3024,2010-579408-1-902-1,yes,nk_party,
3024,2010-579408-1-902-6,yes,nk_party,
3024,2010-579408-1-901-4,yes,nk_party,
3024,2010-579408-1-902-3,yes,nk_party,
3024,2010-579408-1-902-4,yes,nk_party,
3025,2010-579408-1-901-1,yes,nk_party,
3025,2010-579408-1-902-2,yes,nk_party,
3025,2010-579408-1-902-1,yes,nk_party,
3025,2010-579408-1-902-6,yes,nk_party,
3025,2010-579408-1-901-4,yes,nk_party,
3025,2010-579408-1-902-3,yes,nk_party,
3025,2010-579408-1-902-4,yes,nk_party,
3026,2010-579408-1-901-1,yes,nk_party,
3026,2010-579408-1-902-2,yes,nk_party,
3026,2010-579408-1-902-1,yes,nk_party,
3026,2010-579408-1-902-6,yes,nk_party,
3026,2010-579408-1-901-4,yes,nk_party,
3026,2010-579408-1-902-3,yes,nk_party,
3026,2010-579408-1-902-4,yes,nk_party,
24001,2010-579408-1-901-1,yes,nk_party,
24001,2010-579408-1-902-2,absent,nk_party,
24001,2010-579408-1-902-1,absent,nk_party,
24001,2010-579408-1-902-6,yes,nk_party,
24001,2010-579408-1-901-4,yes,nk_party,
24001,2010-579408-1-902-3,yes,nk_party,
24001,2010-579408-1-902-4,yes,nk_party,
24002,2010-579408-1-901-1,yes,nk_party,
24002,2010-579408-1-902-2,absent,nk_party,
24002,2010-579408-1-902-1,absent,nk_party,
24002,2010-579408-1-902-6,yes,nk_party,
24002,2010-579408-1-901-4,yes,nk_party,
24002,2010-579408-1-902-3,yes,nk_party,
24002,2010-579408-1-902-4,yes,nk_party,
24003,2010-579408-1-901-1,yes,nk_party,
24003,2010-579408-1-902-2,yes,nk_party,
24003,2010-579408-1-902-1,absent,nk_party,
24003,2010-579408-1-902-6,yes,nk_party,
24003,2010-579408-1-901-4,yes,nk_party,
24003,2010-579408-1-902-3,yes,nk_party,
24003,2010-579408-1-902-4,yes,nk_party,
24004,2010-579408-1-901-1,yes,nk_party,
24004,2010-579408-1-902-2,yes,nk_party,
24004,2010-579408-1-902-1,absent,nk_party,
24004,2010-579408-1-902-6,yes,nk_party,
24004,2010-579408-1-901-4,yes,nk_party,
24004,2010-579408-1-902-3,yes,nk_party,
24004,2010-579408-1-902-4,yes,nk_party,
24005,2010-579408-1-901-1,yes,nk_party,
24005,2010-579408-1-902-2,yes,nk_party,
24005,2010-579408-1-902-1,absent,nk_party,
24005,2010-579408-1-902-6,yes,nk_party,
24005,2010-579408-1-901-4,yes,nk_party,
24005,2010-579408-1-902-3,yes,nk_party,
24005,2010-579408-1-902-4,yes,nk_party,
24006,2010-579408-1-901-1,yes,nk_party,
24006,2010-579408-1-902-2,yes,nk_party,
24006,2010-579408-1-902-1,absent,nk_party,
24006,2010-579408-1-902-6,yes,nk_party,
24006,2010-579408-1-901-4,yes,nk_party,
24006,2010-579408-1-902-3,yes,nk_party,
24006,2010-579408-1-902-4,yes,nk_party,
24007,2010-579408-1-901-1,yes,nk_party,
24007,2010-579408-1-902-2,yes,nk_party,
24007,2010-579408-1-902-1,absent,nk_party,
24007,2010-579408-1-902-6,yes,nk_party,
24007,2010-579408-1-901-4,yes,nk_party,
24007,2010-579408-1-902-3,yes,nk_party,
24007,2010-579408-1-902-4,yes,nk_party,
24008,2010-579408-1-901-1,yes,nk_party,
24008,2010-579408-1-902-2,yes,nk_party,
24008,2010-579408-1-902-1,absent,nk_party,
24008,2010-579408-1-902-6,yes,nk_party,
24008,2010-579408-1-901-4,yes,nk_party,
24008,2010-579408-1-902-3,yes,nk_party,
24008,2010-579408-1-902-4,yes,nk_party,
24009,2010-579408-1-901-1,yes,nk_party,
24009,2010-579408-1-902-2,yes,nk_party,
24009,2010-579408-1-902-1,absent,nk_party,
24009,2010-579408-1-902-6,yes,nk_party,
24009,2010-579408-1-901-4,yes,nk_party,
24009,2010-579408-1-902-3,yes,nk_party,
24009,2010-579408-1-902-4,yes,nk_party,
24010,2010-579408-1-901-1,yes,nk_party,
24010,2010-579408-1-902-2,yes,nk_party,
24010,2010-579408-1-902-1,absent,nk_party,
24010,2010-579408-1-902-6,yes,nk_party,
24010,2010-579408-1-901-4,yes,nk_party,
24010,2010-579408-1-902-3,yes,nk_party,
24010,2010-579408-1-902-4,yes,nk_party,
24011,2010-579408-1-901-1,yes,nk_party,
24011,2010-579408-1-902-2,yes,nk_party,
24011,2010-579408-1-902-1,absent,nk_party,
24011,2010-579408-1-902-6,yes,nk_party,
24011,2010-579408-1-901-4,yes,nk_party,
24011,2010-579408-1-902-3,yes,nk_party,
24011,2010-579408-1-902-4,yes,nk_party,
15001,2010-579408-1-901-1,yes,nk_party,
15001,2010-579408-1-902-2,yes,nk_party,
15001,2010-579408-1-902-1,yes,nk_party,
15001,2010-579408-1-902-6,absent,nk_party,
15001,2010-579408-1-901-4,yes,nk_party,
15001,2010-579408-1-902-3,yes,nk_party,
15001,2010-579408-1-902-4,yes,nk_party,
15002,2010-579408-1-901-1,yes,nk_party,
15002,2010-579408-1-902-2,yes,nk_party,
15002,2010-579408-1-902-1,yes,nk_party,
15002,2010-579408-1-902-6,absent,nk_party,
15002,2010-579408-1-901-4,yes,nk_party,
15002,2010-579408-1-902-3,yes,nk_party,
15002,2010-579408-1-902-4,yes,nk_party,
15003,2010-579408-1-901-1,yes,nk_party,
15003,2010-579408-1-902-2,yes,nk_party,
15003,2010-579408-1-902-1,yes,nk_party,
15003,2010-579408-1-902-6,absent,nk_party,
15003,2010-579408-1-901-4,yes,nk_party,
15003,2010-579408-1-902-3,yes,nk_party,
15003,2010-579408-1-902-4,yes,nk_party,
15004,2010-579408-1-901-1,yes,nk_party,
15004,2010-579408-1-902-2,yes,nk_party,
15004,2010-579408-1-902-1,yes,nk_party,
15004,2010-579408-1-902-6,absent,nk_party,
15004,2010-579408-1-901-4,yes,nk_party,
15004,2010-579408-1-902-3,yes,nk_party,
15004,2010-579408-1-902-4,yes,nk_party,
15005,2010-579408-1-901-1,yes,nk_party,
15005,2010-579408-1-902-2,yes,nk_party,
15005,2010-579408-1-902-1,yes,nk_party,
15005,2010-579408-1-902-6,absent,nk_party,
15005,2010-579408-1-901-4,yes,nk_party,
15005,2010-579408-1-902-3,yes,nk_party,
15005,2010-579408-1-902-4,yes,nk_party,
15006,2010-579408-1-901-1,yes,nk_party,
15006,2010-579408-1-902-2,yes,nk_party,
15006,2010-579408-1-902-1,yes,nk_party,
15006,2010-579408-1-902-6,absent,nk_party,
15006,2010-579408-1-901-4,yes,nk_party,
15006,2010-579408-1-902-3,yes,nk_party,
15006,2010-579408-1-902-4,yes,nk_party,
15007,2010-579408-1-901-1,yes,nk_party,
15007,2010-579408-1-902-2,yes,nk_party,
15007,2010-579408-1-902-1,yes,nk_party,
15007,2010-579408-1-902-6,absent,nk_party,
15007,2010-579408-1-901-4,yes,nk_party,
15007,2010-579408-1-902-3,yes,nk_party,
15007,2010-579408-1-902-4,yes,nk_party,
15008,2010-579408-1-901-1,yes,nk_party,
15008,2010-579408-1-902-2,yes,nk_party,
15008,2010-579408-1-902-1,yes,nk_party,
15008,2010-579408-1-902-6,absent,nk_party,
15008,2010-579408-1-901-4,yes,nk_party,
15008,2010-579408-1-902-3,yes,nk_party,
15008,2010-579408-1-902-4,yes,nk_party,
15009,2010-579408-1-901-1,yes,nk_party,
15009,2010-579408-1-902-2,yes,nk_party,
15009,2010-579408-1-902-1,yes,nk_party,
15009,2010-579408-1-902-6,absent,nk_party,
15009,2010-579408-1-901-4,yes,nk_party,
15009,2010-579408-1-902-3,yes,nk_party,
15009,2010-579408-1-902-4,yes,nk_party,
15010,2010-579408-1-901-1,yes,nk_party,
15010,2010-579408-1-902-2,yes,nk_party,
15010,2010-579408-1-902-1,yes,nk_party,
15010,2010-579408-1-902-6,absent,nk_party,
15010,2010-579408-1-901-4,yes,nk_party,
15010,2010-579408-1-902-3,yes,nk_party,
15010,2010-579408-1-902-4,yes,nk_party,
15011,2010-579408-1-901-1,yes,nk_party,
15011,2010-579408-1-902-2,yes,nk_party,
15011,2010-579408-1-902-1,yes,nk_party,
15011,2010-579408-1-902-6,absent,nk_party,
15011,2010-579408-1-901-4,yes,nk_party,
15011,2010-579408-1-902-3,yes,nk_party,
15011,2010-579408-1-902-4,yes,nk_party,
15012,2010-579408-1-901-1,yes,nk_party,
15012,2010-579408-1-902-2,yes,nk_party,
15012,2010-579408-1-902-1,yes,nk_party,
15012,2010-579408-1-902-6,absent,nk_party,
15012,2010-579408-1-901-4,yes,nk_party,
15012,2010-579408-1-902-3,yes,nk_party,
15012,2010-579408-1-902-4,yes,nk_party,
2001,2010-579408-1-901-1,yes,nk_party,
2001,2010-579408-1-902-2,yes,nk_party,
2001,2010-579408-1-902-1,yes,nk_party,
2001,2010-579408-1-902-6,yes,nk_party,
2001,2010-579408-1-901-4,yes,nk_party,
2001,2010-579408-1-902-3,yes,nk_party,
2001,2010-579408-1-902-4,yes,nk_party,
2002,2010-579408-1-901-1,yes,nk_party,
2002,2010-579408-1-902-2,yes,nk_party,
2002,2010-579408-1-902-1,yes,nk_party,
2002,2010-579408-1-902-6,yes,nk_party,
2002,2010-579408-1-901-4,yes,nk_party,
2002,2010-579408-1-902-3,yes,nk_party,
2002,2010-579408-1-902-4,yes,nk_party,
2003,2010-579408-1-901-1,yes,nk_party,
2003,2010-579408-1-902-2,yes,nk_party,
2003,2010-579408-1-902-1,yes,nk_party,
2003,2010-579408-1-902-6,yes,nk_party,
2003,2010-579408-1-901-4,yes,nk_party,
2003,2010-579408-1-902-3,yes,nk_party,
2003,2010-579408-1-902-4,yes,nk_party,
2004,2010-579408-1-901-1,yes,nk_party,
2004,2010-579408-1-902-2,yes,nk_party,
2004,2010-579408-1-902-1,yes,nk_party,
2004,2010-579408-1-902-6,yes,nk_party,
2004,2010-579408-1-901-4,yes,nk_party,
2004,2010-579408-1-902-3,yes,nk_party,
2004,2010-579408-1-902-4,yes,nk_party,
2005,2010-579408-1-901-1,yes,nk_party,
2005,2010-579408-1-902-2,yes,nk_party,
2005,2010-579408-1-902-1,abstain,nk_party,
2005,2010-579408-1-902-6,yes,nk_party,
2005,2010-579408-1-901-4,yes,nk_party,
2005,2010-579408-1-902-3,yes,nk_party,
2005,2010-579408-1-902-4,yes,nk_party,
2006,2010-579408-1-901-1,yes,nk_party,
2006,2010-579408-1-902-2,abstain,nk_party,
2006,2010-579408-1-902-1,yes,nk_party,
2006,2010-579408-1-902-6,no,nk_party,
2006,2010-579408-1-901-4,no,nk_party,
2006,2010-579408-1-902-3,yes,nk_party,
2006,2010-579408-1-902-4,no,nk_party,
2007,2010-579408-1-901-1,no,nk_party,
2007,2010-579408-1-902-2,no,nk_party,
2007,2010-579408-1-902-1,abstain,nk_party,
2007,2010-579408-1-902-6,abstain,nk_party,
2007,2010-579408-1-901-4,yes,nk_party,
2007,2010-579408-1-902-3,abstain,nk_party,
2007,2010-579408-1-902-4,yes,nk_party,
2008,2010-579408-1-901-1,yes,nk_party,
2008,2010-579408-1-902-2,yes,nk_party,
2008,2010-579408-1-902-1,yes,nk_party,
2008,2010-579408-1-902-6,yes,nk_party,
2008,2010-579408-1-901-4,yes,nk_party,
2008,2010-579408-1-902-3,yes,nk_party,
2008,2010-579408-1-902-4,yes,nk_party,
2009,2010-579408-1-901-1,yes,nk_party,
2009,2010-579408-1-902-2,yes,nk_party,
2009,2010-579408-1-902-1,yes,nk_party,
2009,2010-579408-1-902-6,yes,nk_party,
2009,2010-579408-1-901-4,yes,nk_party,
2009,2010-579408-1-902-3,yes,nk_party,
2009,2010-579408-1-902-4,yes,nk_party,
2010,2010-579408-1-901-1,no,nk_party,
2010,2010-579408-1-902-2,abstain,nk_party,
2010,2010-579408-1-902-1,yes,nk_party,
2010,2010-579408-1-902-6,abstain,nk_party,
2010,2010-579408-1-901-4,no,nk_party,
2010,2010-579408-1-902-3,no,nk_party,
2010,2010-579408-1-902-4,yes,nk_party,
2011,2010-579408-1-901-1,yes,nk_party,
2011,2010-579408-1-902-2,yes,nk_party,
2011,2010-579408-1-902-1,abstain,nk_party,
2011,2010-579408-1-902-6,yes,nk_party,
2011,2010-579408-1-901-4,yes,nk_party,
2011,2010-579408-1-902-3,yes,nk_party,
2011,2010-579408-1-902-4,no,nk_party,
2012,2010-579408-1-901-1,yes,nk_party,
2012,2010-579408-1-902-2,no,nk_party,
2012,2010-579408-1-902-1,no,nk_party,
2012,2010-579408-1-902-6,yes,nk_party,
2012,2010-579408-1-901-4,yes,nk_party,
2012,2010-579408-1-902-3,no,nk_party,
2012,2010-579408-1-902-4,yes,nk_party,
2013,2010-579408-1-901-1,abstain,nk_party,
2013,2010-579408-1-902-2,yes,nk_party,
2013,2010-579408-1-902-1,abstain,nk_party,
2013,2010-579408-1-902-6,yes,nk_party,
2013,2010-579408-1-901-4,yes,nk_party,
2013,2010-579408-1-902-3,yes,nk_party,
2013,2010-579408-1-902-4,yes,nk_party,
2014,2010-579408-1-901-1,yes,nk_party,
2014,2010-579408-1-902-2,yes,nk_party,
2014,2010-579408-1-902-1,yes,nk_party,
2014,2010-579408-1-902-6,yes,nk_party,
2014,2010-579408-1-901-4,yes,nk_party,
2014,2010-579408-1-902-3,yes,nk_party,
2014,2010-579408-1-902-4,yes,nk_party,
2015,2010-579408-1-901-1,yes,nk_party,
2015,2010-579408-1-902-2,yes,nk_party,
2015,2010-579408-1-902-1,yes,nk_party,
2015,2010-579408-1-902-6,yes,nk_party,
2015,2010-579408-1-901-4,yes,nk_party,
2015,2010-579408-1-902-3,yes,nk_party,
2015,2010-579408-1-902-4,yes,nk_party,
1001,2010-579408-1-901-1,yes,nk_party,
1001,2010-579408-1-902-2,yes,nk_party,
1001,2010-579408-1-902-1,yes,nk_party,
1001,2010-579408-1-902-6,yes,nk_party,
1001,2010-579408-1-901-4,yes,nk_party,
1001,2010-579408-1-902-3,yes,nk_party,
1001,2010-579408-1-902-4,yes,nk_party,
1002,2010-579408-1-901-1,yes,nk_party,
1002,2010-579408-1-902-2,yes,nk_party,
1002,2010-579408-1-902-1,no,nk_party,
1002,2010-579408-1-902-6,yes,nk_party,
1002,2010-579408-1-901-4,yes,nk_party,
1002,2010-579408-1-902-3,yes,nk_party,
1002,2010-579408-1-902-4,yes,nk_party,
1003,2010-579408-1-901-1,abstain,nk_party,
1003,2010-579408-1-902-2,abstain,nk_party,
1003,2010-579408-1-902-1,abstain,nk_party,
1003,2010-579408-1-902-6,yes,nk_party,
1003,2010-579408-1-901-4,yes,nk_party,
1003,2010-579408-1-902-3,yes,nk_party,
1003,2010-579408-1-902-4,yes,nk_party,
1004,2010-579408-1-901-1,yes,nk_party,
1004,2010-579408-1-902-2,yes,nk_party,
1004,2010-579408-1-902-1,abstain,nk_party,
1004,2010-579408-1-902-6,yes,nk_party,
1004,2010-579408-1-901-4,abstain,nk_party,
1004,2010-579408-1-902-3,yes,nk_party,
1004,2010-579408-1-902-4,yes,nk_party,
1005,2010-579408-1-901-1,yes,nk_party,
1005,2010-579408-1-902-2,abstain,nk_party,
1005,2010-579408-1-902-1,abstain,nk_party,
1005,2010-579408-1-902-6,yes,nk_party,
1005,2010-579408-1-901-4,abstain,nk_party,
1005,2010-579408-1-902-3,yes,nk_party,
1005,2010-579408-1-902-4,yes,nk_party,
1006,2010-579408-1-901-1,yes,nk_party,
1006,2010-579408-1-902-2,abstain,nk_party,
1006,2010-579408-1-902-1,abstain,nk_party,
1006,2010-579408-1-902-6,yes,nk_party,
1006,2010-579408-1-901-4,yes,nk_party,
1006,2010-579408-1-902-3,yes,nk_party,
1006,2010-579408-1-902-4,yes,nk_party,
1007,2010-579408-1-901-1,yes,nk_party,
1007,2010-579408-1-902-2,abstain,nk_party,
1007,2010-579408-1-902-1,yes,nk_party,
1007,2010-579408-1-902-6,yes,nk_party,
1007,2010-579408-1-901-4,yes,nk_party,
1007,2010-579408-1-902-3,yes,nk_party,
1007,2010-579408-1-902-4,yes,nk_party,
1008,2010-579408-1-901-1,yes,nk_party,
1008,2010-579408-1-902-2,yes,nk_party,
1008,2010-579408-1-902-1,no,nk_party,
1008,2010-579408-1-902-6,yes,nk_party,
1008,2010-579408-1-901-4,yes,nk_party,
1008,2010-579408-1-902-3,yes,nk_party,
1008,2010-579408-1-902-4,yes,nk_party,
1009,2010-579408-1-901-1,abstain,nk_party,
1009,2010-579408-1-902-2,abstain,nk_party,
1009,2010-579408-1-902-1,abstain,nk_party,
1009,2010-579408-1-902-6,yes,nk_party,
1009,2010-579408-1-901-4,yes,nk_party,
1009,2010-579408-1-902-3,yes,nk_party,
1009,2010-579408-1-902-4,yes,nk_party,
1010,2010-579408-1-901-1,yes,nk_party,
1010,2010-579408-1-902-2,abstain,nk_party,
1010,2010-579408-1-902-1,yes,nk_party,
1010,2010-579408-1-902-6,abstain,nk_party,
1010,2010-579408-1-901-4,yes,nk_party,
1010,2010-579408-1-902-3,yes,nk_party,
1010,2010-579408-1-902-4,yes,nk_party,
1011,2010-579408-1-901-1,yes,nk_party,
1011,2010-579408-1-902-2,yes,nk_party,
1011,2010-579408-1-902-1,yes,nk_party,
1011,2010-579408-1-902-6,abstain,nk_party,
1011,2010-579408-1-901-4,yes,nk_party,
1011,2010-579408-1-902-3,yes,nk_party,
1011,2010-579408-1-902-4,yes,nk_party,
1012,2010-579408-1-901-1,abstain,nk_party,
1012,2010-579408-1-902-2,abstain,nk_party,
1012,2010-579408-1-902-1,yes,nk_party,
1012,2010-579408-1-902-6,yes,nk_party,
1012,2010-579408-1-901-4,abstain,nk_party,
1012,2010-579408-1-902-3,yes,nk_party,
1012,2010-579408-1-902-4,yes,nk_party,
1013,2010-579408-1-901-1,yes,nk_party,
1013,2010-579408-1-902-2,yes,nk_party,
1013,2010-579408-1-902-1,yes,nk_party,
1013,2010-579408-1-902-6,yes,nk_party,
1013,2010-579408-1-901-4,yes,nk_party,
1013,2010-579408-1-902-3,yes,nk_party,
1013,2010-579408-1-902-4,yes,nk_party,
1014,2010-579408-1-901-1,yes,nk_party,
1014,2010-579408-1-902-2,yes,nk_party,
1014,2010-579408-1-902-1,yes,nk_party,
1014,2010-579408-1-902-6,yes,nk_party,
1014,2010-579408-1-901-4,yes,nk_party,
1014,2010-579408-1-902-3,abstain,nk_party,
1014,2010-579408-1-902-4,abstain,nk_party,
1015,2010-579408-1-901-1,yes,nk_party,
1015,2010-579408-1-902-2,yes,nk_party,
1015,2010-579408-1-902-1,yes,nk_party,
1015,2010-579408-1-902-6,yes,nk_party,
1015,2010-579408-1-901-4,yes,nk_party,
1015,2010-579408-1-902-3,yes,nk_party,
1015,2010-579408-1-902-4,yes,nk_party,
1016,2010-579408-1-901-1,yes,nk_party,
1016,2010-579408-1-902-2,yes,nk_party,
1016,2010-579408-1-902-1,yes,nk_party,
1016,2010-579408-1-902-6,yes,nk_party,
1016,2010-579408-1-901-4,yes,nk_party,
1016,2010-579408-1-902-3,yes,nk_party,
1016,2010-579408-1-902-4,yes,nk_party,
