"id","legislative_session:number","motion:title","start_date","start_time"
"45419",1,"Cvičné hlasování - AKLAMACÍ","2002-11-15","08:12:30"
"45420",1,"Cvičné hlasování - TAJNÁ VOLBA","2002-11-15","08:13:46"
"45421",1,"Cvičné hlasování - TAJNÁ VOLBA","2002-11-15","08:14:15"
"45422",1,"    - hlasování o návrhu celého programu","2002-11-15","08:21:55"
"45423",1,"4.  Schválení postupu jednání zastupitelstva města dle jednacího                ","2002-11-15","08:33:18"
"45424",1,"5. Volba volební komise,","2002-11-15","08:35:51"
"45425",1,"     2. volba dalších členů volební komise;","2002-11-15","08:37:16"
"45426",1,"     - volba návrhové komise, ","2002-11-15","08:39:19"
"45427",1,"      - určení ověřovatelů zápisu                  ","2002-11-15","08:41:03"
"45428",1,"6. Určení funkcí, pro které budou členové ZM uvolněni,","2002-11-15","08:44:45"
"45429",1,"7.  Volba starosty města Frýdku-Místku  -  schválení způsobu volby p.Janásek","2002-11-15","09:02:30"
"45430",1,"7.  Volba starosty města Frýdku-Místku  -  schválení způsobu volby ","2002-11-15","09:03:21"
"45431",1,"7.  Volba starosty města Frýdku-Místku  -  schválení způsobu volby -revokace","2002-11-15","09:06:15"
"45432",1,"7.  Volba starosty města Frýdku-Místku  -  schválení způsobu volby ","2002-11-15","09:06:55"
"45433",1,"7.  Volba starosty města Frýdku-Místku - volba kandidátů  ","2002-11-15","09:08:01"
"45434",1,"8. Volba místostarostů  města F-M a dalších členů RM - schválení způsobu volby","2002-11-15","09:36:59"
"45435",1,"8. Volba místostarostů  města F-M - Mgr. Petr Cvik","2002-11-15","09:43:21"
"45436",1,"8. Volba místostarostů  města F-M - JUDr. Miroslav Dokoupil","2002-11-15","09:45:25"
"45437",1,"8. Volba místostarostů  města F-M - Mgr. Ivan Vrba","2002-11-15","09:47:05"
"45438",1,"8. Volba dalších členů RM - Ing. Eliška Brožová, CSc.","2002-11-15","09:55:56"
"45439",1,"8. Volba dalších členů RM - Ing. Jaroslav Chýlek","2002-11-15","09:57:58"
"45440",1,"8. Volba dalších členů RM - Jaroslav Muroň","2002-11-15","09:59:20"
"45441",1,"8. Volba dalších členů RM - Ing. Oldřich Pospíšil","2002-11-15","10:01:02"
"45442",1,"9. - zřízení výborů a schválení počtu členů výborů","2002-11-15","10:05:21"
"45443",1,"9. - schválení způsobu volby  ","2002-11-15","10:07:01"
"45444",1,"9. - volba  předsedy finančního výboru Ing. Oldřich Pospíšil","2002-11-15","10:10:36"
"45445",1,"9. - volba dalších členů finančního výboru  - Ing. Pavlík","2002-11-15","10:15:45"
"45446",1,"9. - volba dalších členů finančního výboru - RSDr.Ing. Recman","2002-11-15","10:16:29"
"45447",1,"9. - volba dalších členů finančního výboru - Ing. Svoják","2002-11-15","10:17:05"
"45448",1,"9. - volba dalších členů finančního výboru - p.Janásek","2002-11-15","10:17:49"
"45449",1,"9. - volba dalších členů finančního výboru  - p.Mazurová","2002-11-15","10:18:33"
"45450",1,"9. - volba dalších členů finančního výboru - Mgr. Vojvodík","2002-11-15","10:19:14"
"45451",1,"9. - volba dalších členů finančního výboru - Ing. Kajzar","2002-11-15","10:19:57"
"45452",1,"9. - volba dalších členů finančního výboru - Ing. Nytrová","2002-11-15","10:20:44"
"45453",1,"9. - volba dalších členů finančního výboru - p.Crha","2002-11-15","10:21:26"
"45454",1,"9. - volba dalších členů finančního výboru - MUDr. Adam","2002-11-15","10:22:13"
"45455",1,"9 - volba předsedy kontrolního výboru - Ing.Švejkovský","2002-11-15","10:26:17"
"45456",1,"9 - volba předsedy kontrolního výboru - Ing. Káš","2002-11-15","10:28:50"
"45457",1,"9. - volba dalších členů kontrolního výboru - Ing. Roháč","2002-11-15","10:32:18"
"45458",1,"9. - volba dalších členů kontrolního výboru - p.Zaoral","2002-11-15","10:32:59"
"45459",1,"9. - volba dalších členů kontrolního výboru - p.Velčovský","2002-11-15","10:33:40"
"45460",1,"9. - volba dalších členů kontrolního výboru - Ing. Hartmann","2002-11-15","10:34:24"
"45461",1,"9. - volba dalších členů kontrolního výboru - Mgr.Janiga","2002-11-15","10:35:07"
"45462",1,"9. - volba dalších členů kontrolního výboru - Ing.Pavlík","2002-11-15","10:35:49"
"45463",1,"9. - volba dalších členů kontrolního výboru - p.Bužková","2002-11-15","10:36:29"
"45464",1,"9. - volba dalších členů kontrolního výboru - p.Špetla","2002-11-15","10:37:13"
"45465",1,"9. - volba dalších členů kontrolního výboru - Ing. Švejkovský","2002-11-15","10:37:55"
"45466",1,"9. - volba dalších členů kontrolního výboru - p.Chlopčík","2002-11-15","10:38:39"
"45467",1,"9. - volba předsedy majetkového výboru - Ing. Kajzar","2002-11-15","10:42:17"
"45468",1,"9. - volba předsedy majetkového výboru - Ing. Richtrová","2002-11-15","10:42:59"
"45469",1,"9. - volba předsedy majetkového výboru - p.Skotnica","2002-11-15","10:46:01"
"45470",1,"9. - volba dalších členů majetkového výboru - p.Muroň","2002-11-15","10:49:02"
"45471",1,"9. - volba dalších členů majetkového výboru - Ing. Richtrová","2002-11-15","10:49:45"
"45472",1,"9. - volba dalších členů majetkového výboru -Ing. Hrabec","2002-11-15","10:50:29"
"45473",1,"9. - volba dalších členů majetkového výboru - MUDr. Dudek","2002-11-15","10:51:10"
"45474",1,"9. - volba dalších členů majetkového výboru - p.Janásek","2002-11-15","10:51:55"
"45475",1,"9. - volba dalších členů majetkového výboru - p.Kleiwächter","2002-11-15","10:52:38"
"45476",1,"9. - volba dalších členů majetkového výboru - p.Paršová","2002-11-15","10:53:27"
"45477",1,"9. - volba dalších členů majetkového výboru - Ing.Šimík","2002-11-15","10:54:11"
"45478",1,"9. - volba dalších členů majetkového výboru - Mgr. Vrba","2002-11-15","10:54:57"
"45479",1,"9. - volba dalších členů majetkového výboru - Ing. Kajzar","2002-11-15","10:55:40"
"45480",1,"9. - volba dalších členů majetkového výboru - Ing. Šimík","2002-11-15","10:59:58"
"45481",1,"9. - volba dalších členů majetkového výboru - návrh  ponechat 1 místo volné","2002-11-15","11:02:02"
"45482",1,"9. - návrh  ponechat 1 místo volné v majetkovém kontrolním výboru","2002-11-15","11:03:06"
"45483",1,"10/a)  Návrh 6. změny  rozpočtu města F-M pro rok 2002 formou  rozpočtových opatření","2002-11-15","11:34:29"
"45484",1,"10/b)  Hospodaření s majetkem města  Frýdku-Místku                                ","2002-11-15","11:37:16"
"45485",2," ","2002-12-16","07:49:45"
"45486",2,"1 - hlasování o návrhu celého programu ","2002-12-16","08:14:55"
"45487",2,"3 - volba předsedy volební komise","2002-12-16","08:17:19"
"45488",2,"3 - volba členů volební komise - Ing. Rafaj","2002-12-16","08:18:01"
"45489",2,"3 - volba členů volební komise - Ing. Kocich","2002-12-16","08:18:33"
"45490",2,"3 - volba návrhové komise","2002-12-16","08:20:37"
"45491",2,"3 - určení ověřovatelů zápisu ZM","2002-12-16","08:21:53"
"45492",2,"4 - hlasování o způsobu volby - aklamace","2002-12-16","08:25:50"
"45493",2,"4 - volba člena kontrolního výboru - Ing. Švejkovský","2002-12-16","08:29:51"
"45494",2,"4 - volba člena majetkového výboru - Ing. Krtek","2002-12-16","08:33:21"
"45495",2,"4 - volba člena kontrolního výboru 2. kolo - Ing. Švejkovský","2002-12-16","08:36:36"
"45496",2,"6.    Návrh na svěření úseků k zabezpečování úkolů starostky a místostarostů dle § 104 odst.1 zák.128/2000 Sb.) ","2002-12-16","08:51:56"
"45497",2,"7a)   Dodatek č.l ke ","2002-12-16","08:57:50"
"45498",2,"7b)   Pozměňující návrh pan Janásek","2002-12-16","09:14:28"
"45499",2,"7b)   Pozměňující návrh Ing. Brožová","2002-12-16","09:15:14"
"45500",2,"7b)   Návrh 7. změny rozpočtu Města Frýdku-Místku pro rok 2002 formou rozpočtových opatření + dodatek","2002-12-16","09:18:12"
"45501",2,"7b)   Návrh 7. změny rozpočtu Města Frýdku-Místku pro rok 2002 formou rozpočtových opatření + dodatek","2002-12-16","09:21:49"
"45502",2,"7c)   Možnost 3 vystoupení Ing. Káše","2002-12-16","10:34:21"
"45503",2,"7c)   Možnost 3 vystoupen Mgr. Vojvodíka","2002-12-16","10:37:15"
"45504",2,"7c)   Pozměňující návrh - Ostravička","2002-12-16","10:49:17"
"45505",2,"7c)   Návrh pravidel rozpočtového provizoria Města Frýdku-Místku pro rok 2003 - celek","2002-12-16","10:49:50"
"45506",2,"7d)   Návrh na uzavření smluv o poskytnutí neinvestiční dotace a dodatků - kulturní fond                                      ","2002-12-16","10:51:55"
"45507",2,"7e)   Návrh na uzavření dodatku ke smlouvě o poskytnutí neinvestiční  dotace-odbor školství, kultury, mládeže a tělovýchovy","2002-12-16","10:55:04"
"45508",2,"7f)   Návrh na uzavření dohody o ukončení smluvního vztahu a návrh na uzavření darovací smlouvy s ČR, Ministerstvo vnitra ČR ","2002-12-16","10:57:07"
"45509",2,"7g)   Návrh na uzavření darovací smlouvy s Dětským domovem se speciálními školami, F-M","2002-12-16","10:58:24"
"45510",2,"7h)   Návrh dílčích projektů Programu prevence kriminality  na rok 2003         ","2002-12-16","11:00:13"
"45511",2," 7i/1)  Návrh na uzavření smlouvy o poskytnutí neinvestiční dotace pro Tělovýchovnou jednotu Slezan Frýdek-Místek","2002-12-16","11:03:14"
"45512",2,"7i/2)   Návrh na uzavření smluv o poskytnutí neinvestičních dotací z Centra sportu pro rok 2003","2002-12-16","11:04:48"
"45513",2,"7j)   Návrh na uzavření dodatku č. l ke smlouvě o poskytnutí příspěvků Domu dětí a mládeže ve F-M","2002-12-16","11:07:46"
"45514",2,"7k)   Smlouvy o poskytnutí neinvestiční dotace pro rok 2003                              ","2002-12-16","11:09:13"
