"id","legislative_session:number","motion:title","start_date","start_time"
"452099",1,"Test hlasování","2006-11-06","14:30:05"
"452100",1,"Test hlasování","2006-11-06","14:31:08"
"452101",1,"Hlasování o doplnění programu o bod 5/b, 9/b a rozšíření bodu 9/a","2006-11-06","14:36:18"
"452102",1,"Hlasování o celém návrhu programu ustavujícího zasedání ZM      ","2006-11-06","14:37:05"
"452103",1,"Bere na vědomí výsledky voleb","2006-11-06","14:38:34"
"452104",1,"5/a Schválení postupu jednání ZM dle Jednacího řádu ZMFM vč. přílohy č.l voleb. řádu ","2006-11-06","14:40:09"
"452105",1,"5/b Vznik klubů členů ZM - ZM bere na vědomí infornaci","2006-11-06","14:45:06"
"452106",1,"Návrh p. Merty - tajné hlasování vol. a návrh. komise","2006-11-06","14:47:41"
"452107",1,"Volba ověřovatelů zápisu - Mgr. Vrba, p. Zaoral  ","2006-11-06","14:49:26"
"452108",1,"Složení volební a návrhové komise tříčlenné, volba aklamací  ","2006-11-06","14:50:59"
"452109",1,"Volba předsedy volební a návrhové komise - Ing. Chýlek","2006-11-06","14:51:57"
"452110",1,"Volba členů volební a návrhové komise - p. Holý, ","2006-11-06","14:52:54"
"452111",1,"Volba členů volební a návrhové komise - Ing.Hartmann","2006-11-06","14:53:31"
"452112",1,"Návrh p. Merty rozdělit bod 7 na hlasování o počtu členů RM a počtu dlouh. uvoln. čl. ZM zvlášť","2006-11-06","15:05:59"
"452113",1,"7. Stanovení počtu dlouhod. uvol. členů ZMFM a počtu členů RMFM pro v. o. 2006-2010","2006-11-06","15:07:48"
"452114",1,"Návrh na ukončení diskuse","2006-11-06","15:23:37"
"452115",1,"Ing. Konečná - návrh všechny volby hlasovat tajně","2006-11-06","15:28:53"
"452116",1,"Všechny volby, které budou probíhat (primátor, náměstci primátora, ..) proběhnou aklamací","2006-11-06","15:29:44"
"452117",1,"Návrh Ing. Rafaje - volba primátora na vol. období 2006-2010 - Ing. Eva Richtrová","2006-11-06","15:31:03"
"452118",1,"Volba náměstka primátora - Mgr. Petr Cvik","2006-11-06","16:06:12"
"452119",1,"Volba náměstka primátora -  JUDr. Miroslav Dokoupil","2006-11-06","16:07:47"
"452120",1,"Volba náměstka primátora - - Bc. Michal Pobucký  ","2006-11-06","16:09:13"
"452121",1,"Volba dlouhodobě uvolněného člena RM - Mgr. Ivan Vrba","2006-11-06","16:25:53"
"452122",1,"Volba dalšího člena rady města - MUDr. Miroslav Adam","2006-11-06","16:27:15"
"452123",1,"Volba dalšího člena rady města -  Mgr. Jarmila Kožušníková","2006-11-06","16:28:36"
"452124",1,"Volba dalšího člena rady města - Ing. Petr Rafaj","2006-11-06","16:30:04"
"452125",1,"Volba dalšího člena rady města - Jiří Zaoral","2006-11-06","16:31:30"
"452126",1,"9/b Svěření úseků činnosti města v samost. působnosti dlouhodobě uvolněným členům ZM ","2006-11-06","16:42:36"
"452127",1,"Stanovení počtu členů finančního výboru v počtu - 11","2006-11-06","16:44:30"
"452128",1,"Volba předsedy finančního výboru - Ing. Petr Rafaj","2006-11-06","17:19:36"
"452129",1,"Návrh - hlasovat o všech členech finančního výboru - najednou - veřejně","2006-11-06","17:24:39"
"452130",1,"Volba všech navržených členů finančního výboru  ","2006-11-06","17:25:48"
"452131",1,"Stanovení počtu členů kontrolního výboru v počtu - 11 ","2006-11-06","17:27:33"
"452132",1,"Volba předsedy kontrolního výboru - Ing. Petr Konůpka","2006-11-06","17:29:50"
"452133",1,"Způsob volby  členů KV - veřejně (aklamací)","2006-11-06","17:31:14"
"452134",1,"Volba všech navržených členech kontrolního výboru najednou - veřejně ","2006-11-06","17:34:37"
"452135",1,"Návrh na stanovení termínu příštího (2.) zasedání ZMFM - 11. 12. 2006 v 8.00 hod.","2006-11-06","17:36:25"
"452136",2,"Hlasování o návrhu Ing. Richtrové zařadit bod 8/f   ","2006-12-11","08:11:17"
"452137",2,"Hlasování o návrhu Ing. Richtrové zařadit bod 8/g  ","2006-12-11","08:12:02"
"452138",2,"Hlasování o návrhu Ing. Rafaje - delegování zástupce města na VH FS a.s. ","2006-12-11","08:12:36"
"452139",2,"Hlasování o celém návrhu programu","2006-12-11","08:13:07"
